tid	index	output	input
471466931938402304	982	"['@lastqueenjay__', '@__nylagrace', 'yes', ""y'all"", 'are', 'but', ""y'all"", 'just', 'keeping', 'it', 'on', 'the', 'low', 'but', 'its', 'cool', ""i'm"", 'not', 'gone', 'tell', 'no', 'one', ""y'all"", 'touch', 'my', 'butt', 'earlier']"	['@LastQueenJay__', '@__nylagrace', 'yes', 'yall', 'are', 'but', 'yall', 'just', 'keepin', 'it', 'on', 'the', 'low', 'but', 'its', 'cool', 'Im', 'not', 'gone', 'tell', 'no', 'one', 'yall', 'touch', 'my', 'butt', 'earlier']
470754705556381697	983	['my', 'thirsty', 'ass', 'trying to', 'take', 'a', 'nap', 'right', 'now', 'laughing out loud', ',', 'i', 'mean', 'i', 'go', 'home', 'at', '11', '???']	['My', 'thirsty', 'ass', 'tryna', 'take', 'a', 'nap', 'right', 'now', 'lol', ',', 'I', 'mean', 'I', 'go', 'home', 'at', '11', '???']
471387542135533568	984	['i', 'fuck', 'with you', ',', 'borderline', 'stuck', 'with you']	['I', 'fuck', 'witchu', ',', 'borderline', 'stuck', 'witchu']
470956766134407168	986	"['.', '@virendrarathore', 'he', ""can't"", 'as', 'he', 'is', 'soon', 'going', 'out', '.', 'abdullah', 'abdullah', 'expected', 'to', 'be', 'president']"	"['.', '@virendrarathore', 'He', ""can't"", 'as', 'he', 'is', 'soon', 'going', 'out', '.', 'Abdullah', 'Abdullah', 'expected', 'to', 'be', 'prez']"
471100924379684864	987	['they', 'should', 'make', 'avengers', 'ft', '.', 'the', 'punisher', '.', 'animation', 'series', 'pun', 'power', 'sudah', '!']	['They', 'should', 'make', 'avengers', 'ft', '.', 'The', 'punisher', '.', 'Animation', 'series', 'pun', 'power', 'sudah', '!']
469710416138883073	988	['@izsyamim', 'i', 'know', 'right', '?', 'melampau', 'kingdom of trolls', '0']	['@izsyamim', 'I', 'know', 'right', '?', 'melampau', 'kot', '0']
470809411850485760	989	['black', 'still', 'quill', 'they', 'coming', 'rt', '@jbuck1306', ':', '@_amariw', 'who', 'at', 'your', 'house']	['Black', 'still', 'Quil', 'nem', 'coming', 'RT', '@jbuck1306', ':', '@_Amariw', 'who', 'at', 'yo', 'house']
471732783690153984	992	"['#gta', '""', 'watch', 'dogs', 'is', 'gonna', 'be', 'so', 'much', 'better', 'than', 'gta', '5', '""', 'laughing out loud', ':', '""', 'watch', 'dogs', 'is', 'gonna', 'be', 'so', 'much', 'better', 'than', 'gta', '5', '""', 'laughing out loud', 'http://t.co/ewhd7egqbe']"	"['#GTA', '""', 'Watch', 'Dogs', 'is', 'gonna', 'be', 'so', 'much', 'better', 'than', 'GTA', '5', '""', 'lol', ':', '""', 'Watch', 'Dogs', 'is', 'gonna', 'be', 'so', 'much', 'better', 'than', 'GTA', '5', '""', 'lol', 'http://t.co/ewHD7eGqbE']"
470643116081303552	994	['@lensss_', 'hahha', 'eh', 'yung', 'the', 'way', 'manamit', '?', 'uhmmm']	['@lensss_', 'hahha', 'eh', 'yung', 'the', 'way', 'manamit', '?', 'uhmmm']
471500658315509760	996	"['what', 'even', 'is', 'the', 'word', 'bae', ""it's"", 'so', 'fucking', 'dumb']"	"['what', 'even', 'is', 'the', 'word', 'bae', ""it's"", 'so', 'fkn', 'dumb']"
470831687816187905	998	"['@itsretroralph', 'laughing my ass off', 'you', 'think', ""i'm"", 'going', 'to', 'get', 'ticket', 'off', '?', 'laughing my ass off']"	"['@ITSRETRORALPH', 'lmao', 'you', 'think', ""I'm"", 'going', 'to', 'get', 'tickt', 'off', '?', 'Lmao']"
470252831904374785	999	['i', 'done', 'fucking', 'with', 'these', 'viv', 'girls']	['i', 'done', 'fuckin', 'with', 'these', 'Viv', 'girls']
471812873946013696	1001	['@go0se_', 'no', 'all', 'the', 'dark', 'homies', 'got', 'flustered', 'because', 'i', 'used', 'the', 'and', 'word', 'towards', 'kenn', 'and', 'joe', 'laughing my ass off']	['@GO0SE_', 'no', 'all', 'the', 'dark', 'homies', 'got', 'flustered', 'cuz', 'I', 'used', 'the', 'N', 'word', 'towards', 'Kenn', 'and', 'Joe', 'lmao']
471086575648903168	1003	"['http://t.co/cadlyhqoik', 'jaylin', ':', 'this', 'one', 'is', 'interesting', ',', 'because', ""it's"", 'probably', 'where', ':', 'jaylin', 'http://t.co/hrib9piczl', 'http://t.co/cadlyhqoik']"	"['http://t.co/cadLYHqOik', 'JAYLIN', ':', 'This', 'one', 'is', 'interesting', ',', 'because', ""it's"", 'probably', 'where', ':', 'JAYLIN', 'http://t.co/hrib9PiczL', 'http://t.co/cadLYHqOik']"
470279117632720899	1004	"['@itshysterie', 'i', ""didn't"", 'get', 'home', 'until', 'like', 'past', '1am', 'last', 'night', 'and', 'went', 'to', 'bed', 'at', '5am', 'laughing my fucking ass off', 'otl']"	['@itshysterie', 'i', 'didnt', 'get', 'home', 'until', 'like', 'past', '1am', 'last', 'night', 'and', 'went', 'to', 'bed', 'at', '5am', 'lMFAO', 'OTL']
471084348502839297	1005	['i', 'checked', 'in', 'at', 'swsh', 'shabu', 'shabu', 'on', '#yelp', 'http://t.co/3qqlea6v2i']	['I', 'checked', 'in', 'at', 'SWSH', 'Shabu', 'Shabu', 'on', '#Yelp', 'http://t.co/3QQLeA6V2i']
470623583220551681	1006	"['""', 'krugman', 'on', 'levitt', 'on', 'healthcare', '""', 'http://t.co/e6vcenniko', 'free', '=', 'rationed']"	"['""', 'Krugman', 'on', 'Levitt', 'on', 'healthcare', '""', 'http://t.co/e6VCENniko', 'Free', '=', 'Rationed']"
469855224501260288	1007	"['@weihao___', ""you're"", 'the', 'second', 'person', 'who', 'said', 'that', 'haha', 'you', 'also', 'okay', 'ma', 'still', 'step', 'smoking', 'on', 'snapchat']"	"['@Weihao___', ""you're"", 'the', 'second', 'person', 'who', 'said', 'that', 'HAHA', 'you', 'also', 'okay', 'ma', 'still', 'step', 'smoking', 'on', 'snapchat']"
472002544550813696	1009	['@davidegooner', 'a', 'life', 'size', 'poster', 'of', 'arsene', 'wenger', 'for', 'your', 'bedroom', 'wall', '!!!!']	['@Davidegooner', 'A', 'life', 'size', 'poster', 'of', 'Arsene', 'Wenger', 'for', 'your', 'bedroom', 'wall', '!!!!']
471233439232819200	1010	"['haha', '!', 'laughing out loud', '...', '""', '@efsonenoch', ':', '@n_pazl', 'please', 'please', 'nana', ',', ""don't"", 'call', 'me', 'boss', 'again', '.', 'please', '!!', '""']"	"['Haha', '!', 'LOL', '...', '""', '@efsonenoch', ':', '@N_Pazl', 'Please', 'Please', 'Nana', ',', 'dont', 'call', 'me', 'boss', 'again', '.', 'PLEASE', '!!', '""']"
471719865246441473	1011	"['""', '@misunderstudios', ':', '@ianblurton', 'got', 'my', 'tickets', 'for', 'mtl', '!', '""', 'sweet', '.', 'see', 'you', 'there']"	"['""', '@misunderstudios', ':', '@ianblurton', 'Got', 'my', 'Tix', 'for', 'MTL', '!', '""', 'Sweet', '.', 'See', 'ya', 'there']"
469874316973072385	1012	['@furtive_glances', '#matrixmakessense', 'a1', ')', 'international', 'matrix', 'seems', 'a2', ')', 'up to', '2000', 'minutes', 'a3', ')', 'unlimited', 'data', 'access', 'http://t.co/niwbqqlm4t', '..']	['@Furtive_Glances', '#MatrixMakesSense', 'A1', ')', 'International', 'Matrix', 'sim', 'A2', ')', 'Upto', '2000', 'minutes', 'A3', ')', 'Unlimited', 'data', 'access', 'http://t.co/nIwbQQLM4t', '..']
470743439668416512	1013	"['hahaha', 'even', 'the', 'friends', 'you', 'think', 'you', 'have', 'say', ""you're"", 'a', 'douche']"	"['Hahaha', 'even', 'the', 'friends', 'u', 'think', 'u', 'have', 'say', ""you're"", 'a', 'douche']"
471343938142752768	1014	['nizamabad', 'passenger', '51434', 'started', 'on', '24/05/2014', 'reached', 'its', 'destination', 'nzb', 'and', 'was', '270', 'minutes', 'late', 'http://t.co/fyxcctptzw']	['Nizamabad', 'Passenger', '51434', 'started', 'on', '24/05/2014', 'Reached', 'its', 'destination', 'NZB', 'and', 'was', '270', 'Mins', 'Late', 'http://t.co/fyxcctptzw']
471789159355777025	1016	"['rt', '@amnediel', ':', 'watching', '#phoneshop', '@realadamdeacon', 'episode', 'haha', '""', ""man's"", 'making', 'tea', 'with', 'his', 'own', 'piss', '""', 'quality']"	"['RT', '@amnediel', ':', 'Watching', '#phoneshop', '@realadamdeacon', 'episode', 'haha', '""', ""man's"", 'makin', 'tea', 'wid', 'his', 'own', 'piss', '""', 'Quality']"
471494673043701760	1017	"['rt', '@nxrryash_', ':', '""', 'zouis', 'are', 'bad', 'influences', ""i'm"", 'leaving', 'the', 'fandom', '""', '#zouispasstheblunt', '#zouisblazedupfollowparty', 'http://t.co/snei9sznwk']"	"['RT', '@nxrryash_', ':', '""', 'zouis', 'are', 'bad', 'influences', 'im', 'leaving', 'the', 'fandom', '""', '#zouispasstheblunt', '#zouisblazedupfollowparty', 'http://t.co/snEi9SZnWK']"
470479429173407744	1018	"['rt', '@chenbaekhun', ':', '""', 'while', 'everyone', 'said', '""', '2ne1', '""', 'chanyeol', 'said', ':', 'snsd', 'are', 'my', 'seniors', 'so', 'i', 'will', 'vote', 'for', 'them', 'pissing myself laughing', 'http://t.co/bmnrumdyfz']"	"['RT', '@ChenBaekHun', ':', '""', 'while', 'everyone', 'said', '""', '2NE1', '""', 'chanyeol', 'said', ':', 'SNSD', 'are', 'my', 'seniors', 'so', 'i', 'will', 'vote', 'for', 'them', 'Pmsl', 'http://t.co/bMnRuMdyfz']"
471430122722295809	1020	"['rt', '@ashton5sos', ':', '2', 'million', 'followers', 'wow', ':)', 'thanks', 'guys', ',', ""that's"", 'freaking', 'epic', '!', 'i', 'love', 'you', 'x']"	"['RT', '@Ashton5SOS', ':', '2', 'million', 'followers', 'wow', ':)', 'thanks', 'guys', ',', ""that's"", 'freakin', 'epic', '!', 'I', 'love', 'ya', 'x']"
471107006108286978	1025	"['http://t.co/9k66u5ukgz', '#1', ':', 'under', 'armour', 'kids', ""'"", 'ua', 'clean', 'up', 'low', 'rm', 'baseball', 'cleats', 'under', 'armour', 'kids', ""'"", 'ua', 'clean', 'you', '...', 'http://t.co/zf7fixobl2']"	"['http://t.co/9K66u5UkGZ', '#1', ':', 'Under', 'Armour', 'Kids', ""'"", 'UA', 'Clean', 'Up', 'Low', 'RM', 'Baseball', 'Cleats', 'Under', 'Armour', 'Kids', ""'"", 'UA', 'Clean', 'U', '...', 'http://t.co/ZF7FiXOBl2']"
470745666830864385	1026	['music', 'alert', '!', 'deitrick', 'haddon', '-', 'raining', 'r.e.d.', '(', 'feat', '.', 'clareta', 'haddon-jackson', ')', '#nowplaying', 'on', 'http://t.co/xf3yst8ens', ',', 'the', 'home', 'of', 'great', 'gospel']	['Music', 'Alert', '!', 'Deitrick', 'Haddon', '-', 'Raining', 'R.E.D.', '(', 'feat', '.', 'Clareta', 'Haddon-Jackson', ')', '#nowplaying', 'on', 'http://t.co/Xf3YST8enS', ',', 'the', 'home', 'of', 'great', 'gospe']
470731322319581184	1028	['rt', '@shawnmendes', ':', 'feeling', 'this', '..', 'what', 'do', 'you', 'think', '?', 'catchy', '?', 'https://t.co/xhyjghiuwb']	['RT', '@ShawnMendes', ':', 'Feelin', 'this', '..', 'What', 'do', 'u', 'think', '?', 'Catchy', '?', 'https://t.co/xHyjGhiUWB']
469829530157199361	1029	"['rt', '@happyeols', ':', '[', 'trans', ']', '140523', 'suho', 'is', 'crying', 'and', 'now', 'fans', 'are', 'chanting', '""', ""don't"", 'cry', ""don't"", 'cry', '""']"	"['RT', '@happyeols', ':', '[', 'TRANS', ']', '140523', 'Suho', 'is', 'crying', 'and', 'now', 'fans', 'are', 'chanting', '""', 'dont', 'cry', 'dont', 'cry', '""']"
471114065155067904	1030	['i', 'was', 'slightly', 'inehbriated', 'when', 'i', 'switch', 'hed', 'to', 'new', 'twitter', 'how', 'do', 'i', 'undo', 'this']	['i', 'was', 'slightly', 'inehbriated', 'when', 'i', 'switc', 'hed', 'to', 'new', 'twitter', 'how', 'do', 'i', 'undo', 'this']
471344785416937472	1031	['i', 'know', 'a lot', 'friendly', 'ass', 'niggers', 'but', 'act', 'hard', ',...']	['I', 'Know', 'Alot', 'Friendly', 'Ass', 'Nighas', 'But', 'Act', 'Hard', ',...']
469894176990318594	1036	['rt', '@postbadtatts', ':', 'vous', 'aimez', '?', 'do', 'you', 'like', 'this', '?', 'http://t.co/4ddeysqow0']	['RT', '@PostBadTatts', ':', 'Vous', 'aimez', '?', 'Do', 'you', 'like', 'this', '?', 'http://t.co/4DdEysQow0']
471126362850222081	1037	"['""', '@tattooedtwinks', ':', 'favorite', 'this', 'and', ""i'll"", 'indirect', 'you', 'but', ""you'll"", 'have', 'to', 'guess', 'which', 'one', 'is', 'yours', 'unless', 'your', 'brenna', 'because', ""i'll"", 'add', 'her', 'name', 'in', 'hers', '""']"	"['""', '@tattooedtwinks', ':', 'fav', 'this', 'and', 'ill', 'indirect', 'you', 'but', 'youll', 'have', 'to', 'guess', 'which', 'one', 'is', 'yours', 'unless', 'ur', 'brenna', 'bc', 'ill', 'add', 'her', 'name', 'in', 'hers', '""']"
471379401003642880	1038	['rt', '@alyssaturnz', ':', 'oh my fucking god', 'this', 'storm', 'what the fuck']	['RT', '@alyssaturnz', ':', 'OMFG', 'THIS', 'STORM', 'WTF']
469854343697424384	1039	"['being', 'alone', ""didn't"", 'mean', 'that', 'you', ""didn't"", 'have', 'any', 'friend']"	['being', 'alone', 'didnt', 'mean', 'that', 'you', 'didnt', 'have', 'any', 'friend']
470959375012470784	1040	['rt', '@hoodjesusyo', ':', 'we', 'remembering', 'and', 'praying', 'for', 'those', 'that', 'gave', 'the', 'ultimate', 'sacrifice', '.', 'god', 'bless', 'em', '.', 'they', 'with', 'our', 'savior', 'jesus', '!', '#memorialday']	['RT', '@HoodJesusYo', ':', 'We', 'rememberin', 'and', 'prayin', 'for', 'those', 'that', 'gave', 'tha', 'ultimate', 'sacrifice', '.', 'God', 'bless', 'em', '.', 'They', 'with', 'our', 'Savior', 'Jesus', '!', '#MemorialDay']
470316992172666880	1044	['rt', '@jorgearangure', ':', 'that', 'ronaldo', 'pk', 'was', 'such', 'an', 'arod', 'home', 'run', 'type', 'of', 'goal']	['RT', '@jorgearangure', ':', 'That', 'Ronaldo', 'PK', 'was', 'such', 'an', 'Arod', 'home', 'run', 'type', 'of', 'goal']
471326787637899264	1045	"['rt', '@bandsvibes', ':', '""', 'oh my god', 'can', 'atl', 'and', '5sos', 'tour', 'together', '!!', '""', 'http://t.co/jgk4vl6q27']"	"['RT', '@bandsvibes', ':', '""', 'omg', 'can', 'atl', 'and', '5sos', 'tour', 'together', '!!', '""', 'http://t.co/JGk4Vl6Q27']"
469880704877486080	1047	"['mmm', 'speechless', '""', '@ndinani_', ':', 'get', 'down', 'noma', 'kunjani', 'laughing out loud', '""', '@cossymalinga', ':', 'ndinani_', '@leeraberry', 'hay', 'dear', 'you', 'strong', 'going', 'out', 'kule', 'weather', '""""']"	"['Mmm', 'speechless', '""', '@Ndinani_', ':', 'Get', 'down', 'noma', 'kunjani', 'lol', '""', '@Cossymalinga', ':', 'Ndinani_', '@leeraberry', 'hay', 'dear', 'u', 'strong', 'going', 'out', 'kule', 'weather', '""""']"
470023722271641600	1049	['@andeandes', 'ok', 'gan', 'ntar', 'ane', 'sundul', 'lg']	['@andeandes', 'ok', 'gan', 'ntar', 'ane', 'sundul', 'lg']
470965154775965697	1050	"[""bae's"", 'looking', 'right', 'today', 'too', 'laughing out loud']"	"[""Bae's"", 'lookin', 'right', 'today', 'too', 'lol']"
471856654074400769	1052	['i', 'want', 'to', 'watch', 'law', 'and', 'order', 'svu', 'not', 'law', 'and', 'order', 'criminal', 'intent', '.', 't']	['I', 'want', 'to', 'watch', 'Law', 'and', 'Order', 'SVU', 'not', 'Law', 'and', 'Order', 'Criminal', 'Intent', '.', 'T']
471218469770641409	1055	['@blenchii', 'scrolling', 'through', 'twitter', 'and', 'hashtags', 'is', 'not', 'market', 'research', ';)', 'x']	['@blenchii', 'scrolling', 'through', 'twitter', 'and', 'hashtags', 'is', 'NOT', 'market', 'research', ';)', 'x']
471276397265436673	1056	"['now', 'spinning', 'elephant', 'man', '-', 'shizzle', 'my', 'nizzle', 'on', 'union', 'squad', 'radio', 'tunein', 'or', 'winamp', ""app's""]"	"['NOW', 'SPINNING', 'Elephant', 'Man', '-', 'Shizzle', 'My', 'Nizzle', 'On', 'union', 'squad', 'radio', 'tunein', 'or', 'winamp', ""app's""]"
471295900782850049	1057	"['replied', 'au', ':d', '""', '@auliaahn_', ':', '@_khusna', 'tyaa', 'cek', 'dm', 'yaw', 'wkwk', '""']"	"['Replied', 'au', ':D', '""', '@auliaahn_', ':', '@_khusna', 'tyaa', 'cek', 'dm', 'yaw', 'wkwk', '""']"
471356365886074880	1059	['rt', '@truekopites96', ':', 'mamodou', 'sakho', 'starts', 'and', 'captains', 'france', 'in', 'their', 'world', 'cup', 'warm', 'up', 'match', 'against', 'norway', 'tonight', '.', 'good', 'luck', 'sakho', '.', 'gv']	['RT', '@TrueKopites96', ':', 'Mamodou', 'Sakho', 'starts', 'and', 'captains', 'France', 'in', 'their', 'World', 'Cup', 'warm', 'up', 'match', 'against', 'Norway', 'tonight', '.', 'Good', 'Luck', 'Sakho', '.', 'GV']
471923377070813185	1061	['http://t.co/a8kn6rpsgk', 'retweet', 'this', 'and', 'vote', '!', '@aalishaalisha', '@crzy_pc_fangirl', '@bouauon16rita', '@fanclubpriyanka', '@pcfb']	['http://t.co/a8Kn6RPsGk', 'retweet', 'this', 'n', 'vote', '!', '@AalishaAlisha', '@crzy_PC_FanGirl', '@bouauon16rita', '@FanclubPriyanka', '@PCFB']
471111879910502400	1064	['just', 'read', 'a', 'tweet', 'and', 'it', 'made', 'me', 'say', 'ew']	['Jst', 'read', 'a', 'tweet', 'and', 'it', 'made', 'me', 'say', 'ew']
470391214575845376	1067	['certified', 'scrummaster', '(', 'csm', ')', '-', 'augusta', ',', 'ga', 'http://t.co/tsgzd7vu31']	['Certified', 'ScrumMaster', '(', 'CSM', ')', '-', 'Augusta', ',', 'GA', 'http://t.co/tsGZd7Vu31']
470231197713317888	1069	['rt', '@layixingworld', ':', '[', 'engsub', ']', '140523', 'xoxo', 'exo', 'lay', 'camera', 'http://t.co/bilbul5zts', '(', 'part', '1', ')', 'http://t.co/kv06bzk6gl', '(', 'part', '2', ')', 'trans', 'by', 'double', 'est']	['RT', '@layixingworld', ':', '[', 'ENGSUB', ']', '140523', 'XOXO', 'EXO', 'Lay', 'Camera', 'http://t.co/bilbUL5ztS', '(', 'Part', '1', ')', 'http://t.co/Kv06BzK6GL', '(', 'Part', '2', ')', 'trans', 'by', 'Double', 'Est']
471220332041613312	1070	['@phillip_rtw', 'not', 'even', 'drew', 'barrymoore', 'was', 'naked', 'or', 'when', 'cameron', 'diaz', 'danced', 'in', 'her', 'underwear', 'laughing my fucking ass off']	['@Phillip_rtw', 'Not', 'even', 'Drew', 'Barrymoore', 'was', 'naked', 'or', 'when', 'Cameron', 'Diaz', 'danced', 'in', 'her', 'underwear', 'lmfao']
471670200501567489	1071	['rt', '@alvin_eeq', ':', 'yosh', 'followers', 'instagram', 'promo', '1000follow', 'instagram', ':', '80rb', 'via', 'pulsa', 'xl', 'proses', '1-2', 'hari', 'pin', ':', '2b806641']	['RT', '@Alvin_EeQ', ':', 'Yosh', 'Followers', 'Instagram', 'PROMO', '1000follow', 'instagram', ':', '80rb', 'Via', 'Pulsa', 'XL', 'Proses', '1-2', 'Hari', 'pin', ':', '2b806641']
470581472416395264	1074	['rt', '@jackobws', ':', 'happy', 'saturday night', 'all', '.', 'gue', 'mau', '#openfollow', 'for', 'western', 'rp', '.', 'only', 'you', '?', '*', '20', 'http://t.co/c2ebjo4gep']	['RT', '@jackobws', ':', 'happy', 'satnite', 'all', '.', 'gue', 'mau', '#openfollow', 'for', 'western', 'rp', '.', 'ONLY', 'ya', '?', '*', '20', 'http://t.co/c2ebJO4GEp']
470799903380475904	1075	"['some', 'say', ""i'm"", 'trifling', 'sometimes', 'i', 'rightfully', 'am', ',', 'but', 'idgaf', ""i'm going to"", 'leave', 'you', 'right', 'where', 'you', 'stand']"	"['Some', 'say', ""I'm"", 'trifling', 'sometimes', 'I', 'rightfully', 'am', ',', 'but', 'idgaf', 'Imma', 'leave', 'u', 'rite', 'where', 'u', 'stand']"
471630639809458176	1076	['@guardianstyle', 'you', 'should', 'have', 'asked', 'people', 'to', 'checkbox', 'their', 'privelege', '.', 'or', 'their', 'privilage', '.', 'or', 'their', 'priv[any', 'vowel]l[any', 'other', 'vowel]ge', '.']	['@guardianstyle', 'You', 'should', 'have', 'asked', 'people', 'to', 'checkbox', 'their', 'privelege', '.', 'Or', 'their', 'privilage', '.', 'Or', 'their', 'priv[any', 'vowel]l[any', 'other', 'vowel]ge', '.']
472043208310931456	1077	['rt', '@antioppars', ':', '#openfollow', 'for', 'all', 'kpopers', 'especially', '.', 'elf', 'exostan', 'bana', 'army', 'starlight', '.', 'jesus fucking bale', 'juseyo', '~']	['RT', '@antioppars', ':', '#openfollow', 'for', 'all', 'kpopers', 'esp', '.', 'elf', 'exostan', 'bana', 'army', 'starlight', '.', 'jfb', 'juseyo', '~']
471288845988683776	1078	"['""', 'go', 'talk', 'to', 'your', 'side', 'niggers', '.', '""', '-side', 'nigger', '.']"	"['""', 'Go', 'talk', 'to', 'your', 'side', 'niggas', '.', '""', '-side', 'nigga', '.']"
470685256282955776	1081	['acura', 'tsx', 'jdm', 'oem', 'style', 'clear', 'fog', 'lights', ',', 'switch', 'http://t.co/nnrndrigvw']	['Acura', 'TSX', 'JDM', 'OEM', 'Style', 'Clear', 'Fog', 'Lights', ',', 'Switch', 'http://t.co/NnrndrIgVW']
471291987526946816	1082	['rt', '@bbcsporf', ':', 'selfie', ':', 'eden', 'hazard', 'uploads', 'a', 'selfie', 'with', 'his', 'belgium', 'team-mates', '!', 'http://t.co/f753sonyjr']	['RT', '@BBCSporf', ':', 'SELFIE', ':', 'Eden', 'Hazard', 'uploads', 'a', 'selfie', 'with', 'his', 'Belgium', 'team-mates', '!', 'http://t.co/F753sonYJr']
471024789357072384	1083	['htc', 'one', 's', 't-mobile', 'clean', 'esn', 'imei', 'good', 'for', 'activations', 'rooted', 'no', 'os', 'http://t.co/qnknaoigrm', '#android']	['HTC', 'One', 'S', 'T-Mobile', 'Clean', 'ESN', 'IMEI', 'Good', 'for', 'Activations', 'Rooted', 'no', 'OS', 'http://t.co/qnknAOIgRM', '#android']
470298042302607360	1084	['#2', ':', 'lieder', 'ohne', 'worte', '(', 'songs', 'without', 'words', ')', ',', 'book', '6', ',', 'op', '.', '67', ':', 'no', '.', '7', 'in', 'e', 'flat', 'major', ',', 'op', '.', '30/1', ':', 'lieder', 'ohne', 'wort', '...', 'http://t.co/6ozgs8acha']	['#2', ':', 'Lieder', 'ohne', 'Worte', '(', 'Songs', 'without', 'Words', ')', ',', 'Book', '6', ',', 'Op', '.', '67', ':', 'No', '.', '7', 'in', 'E', 'flat', 'major', ',', 'Op', '.', '30/1', ':', 'Lieder', 'ohne', 'Wort', '...', 'http://t.co/6OzGs8achA']
471204758586654721	1085	['@unionjwnews', 'awwww', 'good', 'luck', 'to', 'her', ':)', ':)', 'get', 'selfies', 'x']	['@unionjwnews', 'Awwww', 'good', 'luck', 'to', 'her', ':)', ':)', 'get', 'selfies', 'x']
471810361557925888	1086	['meilleures', 'ventes', '-', '#3', ':', 'izak', 'of', 'lapland', ':', 'izak', 'of', 'lapland', 'maya', 'angelou', '(', 'auteur', ')', ',', 'l', '...', 'http://t.co/ix6kgbbdoz', 'store', 'http://t.co/khhzpgpxo0']	['Meilleures', 'ventes', '-', '#3', ':', 'Izak', 'of', 'Lapland', ':', 'Izak', 'of', 'Lapland', 'Maya', 'Angelou', '(', 'Auteur', ')', ',', 'L', '...', 'http://t.co/IX6KgBBdoz', 'Store', 'http://t.co/KhHZpGPXO0']
471702773432471552	1087	['if', 'young', 'thug', 'gay', '...', 'i', 'guess', 'kanye', '&', 'asap', 'rocky', 'gay', 'too', 'laughing out loud', 'just', 'b/c', 'somebody', 'wanna', 'be', 'different', '.', 'they', 'gay', '?', 'laughing out loud']	['If', 'young', 'thug', 'gay', '...', 'I', 'guess', 'kanye', '&', 'asap', 'rocky', 'gay', 'too', 'lol', 'just', 'b/c', 'somebody', 'wanna', 'be', 'different', '.', 'They', 'gay', '?', 'Lol']
471034193003040768	1090	['but', 'who', 'is', 'this', 'tatted', 'lightskinned', 'trey', 'songs', 'looking', 'mother fucker', '?']	['But', 'who', 'is', 'this', 'tatted', 'lightskinned', 'trey', 'songs', 'lookin', 'MF', '?']
472155900871213056	1091	['@inukaisuke', 'i', 'was', 'real', 'angry', '.', 'no', 'one', 'is', 'taking', 'my', 'bae', 'and', 'my', 'theoretical', 'baby', 'from', 'me', 'hehe']	['@inukaisuke', 'I', 'was', 'real', 'angry', '.', 'No', 'one', 'is', 'taking', 'my', 'bae', 'and', 'my', 'theoretical', 'baby', 'from', 'me', 'hehe']
470565525672972289	1092	['rappers', 'really', 'think', 'they', 'can', 'do', 'anything', 'laughing out loud', 'swinging', 'at', 'money', 'mayweather']	['Rappers', 'really', 'think', 'they', 'can', 'do', 'anything', 'lol', 'swinging', 'at', 'money', 'Mayweather']
472208858153508864	1096	"['@trillajames', '@gladonce', ""i don't know"", 'you', '&', 'all', 'you', 'do', 'is', 'be', 'an', 'asshole', 'in', 'my', 'mentions', 'laughing out loud', '.', 'how', 'you', 'trying to', 'be', 'my', 'friend', 'acting', 'up']"	['@trillajames', '@gladonce', 'Idk', 'you', '&', 'all', 'you', 'do', 'is', 'be', 'an', 'asshole', 'in', 'my', 'mentions', 'lol', '.', 'How', 'you', 'tryna', 'be', 'my', 'friend', 'acting', 'up']
470738742051745792	1098	"['@habschick66', ""ain't"", 'that', 'the', 'true', '!', 'if', 'i', 'was', 'habs', 'coach', 'i', 'be', 'swearing', 'worse', 'than', 'a', 'sailor', 'hahaha']"	"['@habschick66', ""ain't"", 'that', 'the', 'true', '!', 'If', 'I', 'was', 'HABS', 'coach', 'I', 'be', 'swearing', 'worse', 'than', 'a', 'sailor', 'hahaha']"
471369242412331008	1099	['diaporama', ':', 'after', 'seen', 'a', 'fan', 'shaking', 'a', 'banana', 'at', 'him', 'x', 'http://t.co/urrxww0ku0']	['Diaporama', ':', 'after', 'seen', 'a', 'fan', 'shaking', 'a', 'banana', 'at', 'him', 'x', 'http://t.co/uRRxWW0Ku0']
472085361066143744	1100	['rt', '@_czarinaaa', ':', 'looking', 'for', 'bae', 'with', 'my', '..', 'http://t.co/xuc47rjsmn']	['RT', '@_czarinaaa', ':', 'Lookin', 'for', 'bae', 'with', 'my', '..', 'http://t.co/XuC47RJsMN']
470348898276368384	1101	['clonedvd', 'studio', 'free', 'avi', 'to', 'ipod', 'convert', '1.0.0.0', 'http://t.co/fsnup9nvsb']	['CloneDVD', 'Studio', 'Free', 'AVI', 'to', 'iPod', 'Convert', '1.0.0.0', 'http://t.co/fsNUp9NVSB']
469844466107699200	1103	['delhi', 'daredevils', 'last', 'won', 'at', 'sharjah', 'on', '27-4-2014', ',', 'since', 'then', 'have', 'lost', '8', 'consecutive', 'games', '(', 'all', 'in', 'india', '&', '5', 'at', 'feroz', 'shah', 'kotla', ')']	['Delhi', 'Daredevils', 'last', 'won', 'at', 'Sharjah', 'on', '27-4-2014', ',', 'since', 'then', 'have', 'lost', '8', 'consecutive', 'games', '(', 'all', 'in', 'India', '&', '5', 'at', 'Feroz', 'Shah', 'Kotla', ')']
